Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
trip time mode i[a86,car],47.5209,47.7964,48.2376,48.9018,49.6519,50.2438,50.7397,51.2129,51.5888,51.9829,52.3044,52.6596,53.0349,53.5736,54.3465,54.7916,55.3885,55.6316,55.8338,56.0523,56.1985,56.3269,56.4243,56.5178,56.5894,56.6568,56.732,56.8147,56.8986,56.9792,57.0575
trip time mode i[a87,car],49.0919,49.4371,49.8773,50.5838,51.3637,51.9524,52.4014,52.8169,53.1353,53.4864,53.7424,54.0156,54.2145,54.4888,54.8281,55.0803,55.4211,55.6297,55.838,56.0887,56.285,56.4771,56.6968,56.9238,57.1444,57.3733,57.6137,57.8528,58.1031,58.3641,58.6399
trip time mode i[a88,car],46.7554,47.0879,47.4701,48.1086,48.8064,49.3327,49.7478,50.1484,50.4421,50.7707,51.0325,51.2962,51.5218,51.7816,52.1487,52.3988,52.7475,52.9693,53.1896,53.4583,53.6786,53.8987,54.1443,54.3979,54.6492,54.9051,55.1794,55.477,55.794,56.1571,56.745
trip time mode i[a89,car],47.9116,48.2447,48.6566,49.3578,50.111,50.6781,51.1344,51.5638,51.786,52.2151,52.5255,52.8615,53.1131,53.4442,53.8335,54.1435,54.5678,54.8666,55.1467,55.476,55.7633,56.057,56.3878,56.7256,57.0669,57.4273,57.8169,58.2404,58.6949,59.1743,59.6855
trip time mode i[a90,car],46.9352,47.2555,47.6829,48.3581,49.097,49.6389,50.0636,50.4538,50.7559,51.0714,51.327,51.6274,51.8258,52.0818,52.4099,52.6539,52.9984,53.2116,53.423,53.6693,53.8551,54.0399,54.2524,54.4716,54.6856,54.9083,55.1506,55.4138,55.6907,55.9735,56.2657
trip time mode i[a91,car],50.8355,51.2536,51.8431,52.7722,53.79,54.5678,55.2031,55.7875,56.2227,56.7071,57.1357,57.5219,57.8199,58.2211,58.6402,58.8835,59.5297,59.8318,60.2037,60.5782,60.8736,61.1825,61.531,61.8957,62.2548,62.6369,63.0526,63.4974,63.9619,64.4581,64.9901
trip time mode i[a92,car],45.7146,45.9599,46.4238,47.2271,48.2042,48.9091,49.5543,50.2194,50.6969,51.1733,51.5394,51.8201,52.0704,52.4004,52.7218,52.8742,53.2952,53.4819,53.6867,53.921,54.049,54.1555,54.2852,54.4084,54.5054,54.6014,54.7071,54.822,54.9392,55.0521,55.1632
trip time mode i[a93,car],41.9121,42.1746,42.582,43.3016,44.1151,44.7532,45.3343,45.9436,46.4182,46.9343,47.3942,47.7947,48.1622,48.6571,49.1301,49.6134,50.2372,50.7319,51.2358,52.0686,52.871,53.6781,54.5583,55.4492,56.3671,57.3582,58.4414,59.5627,60.3709,61.1347,61.3344
trip time mode i[a94,car],42.6622,42.8667,43.171,43.7356,44.3736,44.96,45.5221,46.0969,46.5935,47.1203,47.5852,48.0269,48.537,49.167,49.7866,50.3868,50.8926,51.2184,51.3942,51.5597,51.655,51.7313,51.8277,51.9178,51.985,52.0482,52.1175,52.1928,52.2625,52.3229,52.3803
trip time mode i[a95,car],41.7262,42.0201,42.3982,43.0996,43.8915,44.6186,45.2992,46.0063,46.6258,47.3039,47.9264,48.5138,49.0682,49.6867,50.0561,50.5853,50.9723,51.2123,51.4053,51.6435,51.7826,51.9034,52.0479,52.187,52.3011,52.4146,52.5383,52.6738,52.813,52.9476,53.0812
trip time mode i[a96,car],40.7058,41.0476,41.5788,42.3762,43.2841,44.0409,44.7219,45.4031,45.8807,46.3255,46.6603,46.8862,47.0782,47.3184,47.6113,47.8481,48.1815,48.3516,48.5015,48.6948,48.8074,48.9053,49.0226,49.1361,49.2292,49.3191,49.4125,49.5145,49.6186,49.72,49.8208
trip time mode i[a97,car],41.2436,41.469,41.8045,42.3883,43.0155,43.4852,43.894,44.2689,44.5628,44.9012,45.2329,45.5391,45.8308,46.2021,46.6236,46.999,47.5172,47.9259,48.3119,48.762,49.1559,49.5492,49.9458,50.3476,50.7993,51.51,52.2753,53.0483,53.8808,54.7566,55.6775
trip time mode i[a98,car],41.9333,42.1709,42.5166,43.3172,44.1912,44.912,45.5762,46.2974,46.9075,47.5728,48.197,48.8514,49.4412,50.2311,51.2176,51.9072,53.5379,54.3362,55.3807,56.7234,58.0504,59.4953,61.1998,63.0439,64.9684,67.1232,69.6272,72.6545,76.2833,80.3324,84.5222
trip time mode i[a99,car],41.5156,41.8099,42.2289,43.1079,44.1216,44.9798,45.8054,46.6783,47.3407,48.0649,48.553,48.8987,49.228,49.6547,50.1089,50.4714,51.1115,51.4201,51.7212,52.1004,52.3765,52.6226,52.9022,53.1862,53.4485,53.7182,54.0106,54.3257,54.6531,54.9839,55.3113
trip time mode i[a100,car],46.4926,46.7181,47.0586,47.8647,48.754,49.4569,50.1584,50.797,51.3432,52.0788,52.719,53.2312,53.7156,54.3331,55.1023,55.5662,56.5965,57.1266,57.7435,58.5047,59.1725,59.8493,60.6284,61.4678,62.323,63.2428,64.2648,65.3892,66.616,67.9598,69.4468
trip time mode i[a101,car],40.8436,41.2073,41.6593,42.4927,43.3297,44.0143,44.5435,45.0602,45.4319,45.8163,46.1053,46.3646,46.5763,46.8828,47.23,47.4723,47.8262,48.0068,48.1798,48.4018,48.5362,48.6512,48.7883,48.9221,49.0335,49.1434,49.2627,49.391,49.5213,49.6471,49.7711
trip time mode i[a102,car],40.0689,40.4294,40.8581,41.6064,42.4264,43.1056,43.7088,44.3021,44.8252,45.2559,45.6165,45.7832,46.0204,46.2687,46.5812,46.7794,47.089,47.2371,47.3856,47.5752,47.689,47.7853,47.9012,48.0151,48.1093,48.2028,48.305,48.4155,48.5283,48.6387,48.7492
trip time mode i[a103,car],42.4341,42.6659,43.0027,43.6327,44.302,44.8141,45.2616,45.6755,46.0295,46.4319,46.8373,47.1925,47.53,47.955,48.5252,49.03,49.7351,50.199,50.649,51.2524,51.837,52.4509,53.1525,53.8841,54.633,55.4485,56.3578,57.3751,58.4992,59.6797,60.8967
trip time mode i[a104,car],40.9255,41.283,41.7171,42.5316,43.4155,44.0977,44.6346,45.0978,45.4033,45.7364,45.9864,46.2582,46.4269,46.725,47.0386,47.2544,47.5739,47.7305,47.8803,48.075,48.1936,48.2932,48.4137,48.533,48.6312,48.7284,48.8347,48.9492,49.0655,49.1783,49.2902
trip time mode i[a105,car],74.7596,75.212,75.9646,78.7512,81.744,84.4017,87.1559,90.0822,92.7002,95.0101,97.1277,98.2633,99.2712,100.616,101.913,102.898,104.508,105.421,106.274,107.117,107.72,108.322,108.928,109.51,110.048,110.593,111.141,111.722,112.313,112.909,113.51
trip time mode i[a106,car],42.3987,42.6153,42.9174,43.5549,44.2295,44.743,45.1898,45.6024,45.9507,46.3772,46.7648,47.1673,47.5813,48.0033,48.4636,48.8121,49.2002,49.572,49.9247,50.3678,50.7634,51.1643,51.619,52.0699,52.5218,53.0029,53.5308,54.1067,54.7269,55.3762,56.0675
trip time mode i[a107,car],45.8133,46.1224,46.5149,47.4621,48.4766,49.336,50.1643,50.7671,51.3184,51.8468,52.2691,52.5815,52.8849,53.3128,53.7765,54.1685,54.8154,55.3584,55.7485,55.9315,56.2935,56.508,56.7832,56.9894,57.1402,57.2898,57.4541,57.6311,57.8078,57.9772,58.1438
trip time mode i[a108,car],41.7926,42.021,42.3645,43.0334,43.7431,44.2737,44.7408,45.1775,45.5316,45.9899,46.4412,46.8439,47.2289,47.7358,48.2953,48.7976,49.5807,49.9094,50.4384,50.9745,51.4963,51.8756,52.4048,52.9821,53.5626,54.1586,54.7823,55.4598,56.1909,57.032,58.206
trip time mode i[a109,car],47.3667,47.8009,48.2641,49.209,50.2089,50.9974,51.7439,52.2971,52.7555,53.2934,53.7196,54.0499,54.2848,54.6447,55.1227,55.4599,55.9777,56.2402,56.5002,56.8269,57.0263,57.1978,57.409,57.6216,57.8015,57.9811,58.1766,58.3883,58.6044,58.8184,59.0344
trip time mode i[a110,car],48.4867,48.6908,48.9409,49.7691,50.5703,51.175,51.7212,52.2349,52.7056,53.426,54.1208,54.731,55.3893,56.3203,57.641,58.6213,59.9102,60.8484,61.7641,62.7776,63.6115,64.1454,64.4335,64.7358,65.0007,65.2657,65.55,65.8572,66.1614,66.4615,66.7641
trip time mode i[a111,car],50.5147,50.7321,51.0363,52.0677,53.1667,54.0495,54.9037,55.8506,56.7018,57.7466,58.7409,59.651,60.7643,61.9229,63.0296,63.9464,64.8261,65.7175,66.5925,67.7448,68.7992,69.8271,70.9665,72.1861,73.4233,74.7069,76.0795,77.493,79.0489,80.8472,83.1792
trip time mode i[a112,car],52.5896,52.8324,53.1151,53.8203,54.5562,55.0721,55.573,56.0933,56.5929,57.2915,57.8991,58.3565,58.8,59.4035,60.1811,60.6759,61.7318,62.1888,62.5673,63.3037,63.9241,64.6028,65.3826,66.2247,67.0843,68.007,69.0295,70.1638,71.4063,72.7685,74.2729
trip time mode i[a113,car],100.435,100.193,100.134,100.69,100.918,101.239,102.352,103.569,104.723,105.929,106.796,107.543,108.238,109.079,109.982,110.822,112.536,113.422,114.619,115.833,116.396,116.842,117.323,117.666,117.887,118.114,118.304,118.462,118.622,118.788,118.957
trip time mode i[a114,car],194.145,193.361,190.944,191.33,193.74,196.617,199.505,202.812,205.458,208.179,210.57,212.281,213.722,215.497,217.208,218.752,221.711,223.071,225.026,226.918,227.849,228.591,229.368,230.13,230.832,231.536,232.248,232.992,233.745,234.507,235.272
trip time mode i[a115,car],85.5796,85.5202,85.5546,86.4254,87.0907,87.764,89.0547,90.5274,92.1581,93.8347,95.502,97.1659,98.8585,101.105,104.022,105.236,107.89,109.083,110.509,112.27,113.079,113.697,114.363,114.823,115.087,115.355,115.636,115.937,116.243,116.557,116.873
trip time mode i[a116,car],87.1961,84.9621,83.9494,83.949,84.128,84.8004,85.871,86.4131,87.0588,88.0154,88.8531,89.5368,90.2965,91.1421,92.5487,93.2499,95.1913,96.8814,97.8945,98.9171,99.4091,99.7892,100.235,100.684,101.077,101.472,101.886,102.323,102.764,103.209,103.661
trip time mode i[a117,car],101.11,100.766,99.9883,99.3789,98.6525,98.4372,99.0695,100.718,101.698,102.527,103.298,103.989,104.627,105.391,106.751,107.452,109.149,110.351,110.908,111.5,111.79,112.011,112.257,112.502,112.715,112.929,113.153,113.388,113.624,113.864,114.106
trip time mode i[a118,car],75.8064,75.1891,74.6718,74.6324,74.4009,74.5463,75.3743,75.9367,76.7,77.883,78.9153,79.584,80.3147,81.337,82.7895,83.5897,85.682,87.2816,88.3642,89.5651,90.1651,90.6347,91.1793,91.7422,92.2549,92.7653,93.2971,93.7898,94.191,94.5973,95.0081
trip time mode i[a119,car],70.5815,70.5296,70.4229,70.7302,70.8356,71.132,71.9481,72.7744,73.6575,74.5154,75.3293,75.9998,76.6432,77.4384,78.7325,79.4489,81.3222,82.7731,83.7366,84.7221,85.1644,85.4822,85.8729,86.278,86.6369,86.9905,87.3638,87.7535,88.1401,88.5234,88.9086
trip time mode i[a120,car],67.4782,67.2327,66.2852,66.8852,69.0391,69.6327,69.9506,70.2694,70.7752,71.4759,72.1988,72.89,73.5196,74.2744,75.394,76.0923,77.7779,78.9516,79.775,80.4433,80.8383,81.0492,81.4319,81.8347,82.1977,82.5544,82.9248,83.3011,83.6726,84.0295,84.3713
trip time mode i[a121,car],104.204,103.566,102.976,102.923,102.959,103.331,104.082,104.739,105.474,106.35,107.154,107.861,108.54,109.399,110.096,110.685,111.926,112.555,113.454,114.361,114.821,115.195,115.596,115.994,116.359,116.731,117.114,117.516,117.928,118.35,118.781
trip time mode i[a122,car],55.6623,56.0392,56.6234,57.9927,59.4179,60.4953,61.4741,62.3766,63.2492,64.4109,65.8732,67.4567,68.8811,70.8003,73.0409,75.3519,81.3655,84.3639,89.3915,94.1192,95.9607,97.2759,97.9855,99.5263,100.034,100.687,101.356,102.044,102.738,103.438,104.144
trip time mode i[a123,car],109.517,108.894,108.869,109.316,109.272,109.529,110.368,111.014,111.64,112.543,113.472,114.224,114.647,115.198,115.782,116.318,117.485,118.022,118.873,119.696,120.069,120.354,120.661,120.963,121.239,121.517,121.801,122.098,122.399,122.704,123.013
trip time mode i[a124,car],106.852,105.969,104.766,104.433,104.914,106.714,107.845,108.526,109.325,110.328,111.31,112.416,113.468,114.112,114.786,115.387,116.696,117.279,118.242,119.203,119.624,119.931,120.256,120.576,120.872,121.168,121.47,121.784,122.1,122.42,122.742
trip time mode i[a1,pt bus],134.02,134.063,134.88,136.791,138.467,139.87,141.398,142.752,143.978,145.368,146.727,148.07,149.406,150.978,152.609,154.169,157.291,158.81,160.97,162.423,164.768,167.007,169.435,172.015,174.725,177.637,180.763,184.074,187.299,190.73,194.408
trip time mode i[a2,pt bus],140.93,141.275,142.361,144.129,145.809,146.84,147.84,148.743,149.616,150.766,151.635,152.316,152.965,153.764,154.59,155.316,156.554,157.216,157.923,158.743,159.307,159.813,160.4,160.987,161.53,162.08,162.644,163.234,163.835,164.444,165.059
trip time mode i[a3,pt bus],45.517,45.4873,44.7536,45.9371,47.3021,48.3092,49.2383,50.1815,50.9392,51.6842,52.3952,53.1382,54.0761,55.1265,56.2575,57.4065,59.7792,61.0121,62.9043,65.1174,67.4384,70.0795,73.0755,76.4823,80.3294,84.7653,89.8337,93.7574,94.4533,95.2009,96.0015
trip time mode i[a4,pt bus],114.048,114.009,114.523,116.65,118.778,120.503,122.374,124.202,125.768,127.738,128.811,129.834,130.876,132.132,133.281,133.911,134.829,135.389,136.034,136.683,137.221,137.79,138.235,138.672,139.074,139.486,139.908,140.357,140.819,141.294,141.774
trip time mode i[a5,pt bus],107,107.066,107.617,109.938,112.633,114.416,116.41,118.437,120.104,122.293,124.732,127.427,130.127,133.74,135.671,137.421,139.813,141.835,144.04,146.092,147.72,149.61,151.562,153.604,155.243,155.685,156.13,156.602,157.09,157.554,158.021
trip time mode i[a6,pt bus],115.18,115.757,117.37,120.388,123.145,124.656,126.123,127.44,128.54,129.758,130.954,132.082,133.222,134.581,135.903,137.122,138.939,140.186,141.611,143.162,144.581,146.029,147.524,149.031,150.56,152.17,153.843,155.393,157.025,158.643,160.329
trip time mode i[a7,pt bus],109.987,110.349,111.689,115.303,118.768,122.024,125.02,126.574,127.866,129.287,130.681,131.98,133.275,134.834,136.396,137.815,139.3,139.917,140.516,141.333,141.928,142.485,143.064,143.641,144.172,144.718,145.28,145.879,146.474,147.057,147.648
trip time mode i[a8,pt bus],98.4391,98.7777,100.131,104.076,108.685,112.168,115.784,116.781,117.556,118.354,119.063,119.692,120.346,121.136,121.926,122.629,123.663,124.278,124.987,125.754,126.157,126.878,127.372,127.854,128.3,128.761,129.234,129.74,130.264,130.806,131.358
trip time mode i[a9,pt bus],85.3442,85.7493,86.9473,90.4338,94.3182,97.6548,101.325,105.45,106.475,107.317,108.104,108.864,109.653,110.579,111.489,112.27,113.246,113.935,114.591,115.286,115.8,116.288,116.791,117.288,117.749,118.22,118.703,119.217,119.74,120.26,120.785
trip time mode i[a10,pt bus],95.1405,95.3645,96.3252,98.7957,100.896,102.545,104.221,106.099,107.57,109.288,110.56,110.781,113.331,114.961,117.405,118.945,121.562,122.844,124.456,126.416,127.49,128.359,129.3,130.167,130.817,131.485,132.16,132.916,133.676,134.415,134.864
trip time mode i[a11,pt bus],85.4913,85.7979,86.7387,89.3764,91.7552,93.6988,95.6764,97.8345,99.5207,101.528,103.367,104.974,106.524,108.374,110.526,111.749,114.828,116.26,118.146,119.884,120.645,121.235,121.902,122.487,122.828,123.167,123.503,123.91,124.319,124.664,124.965
trip time mode i[a12,pt bus],123.244,123.714,124.497,126.512,128.564,130.287,131.978,133.543,134.893,136.456,137.966,139.352,140.728,141.82,142.689,143.439,144.516,145.025,146.016,146.763,147.282,147.76,148.266,148.771,149.228,149.697,150.178,150.674,151.185,151.711,152.245
trip time mode i[a13,pt bus],107.48,107.8,109.478,112.236,115.24,117.828,120.431,123.175,125.508,128.253,131.083,133.715,135.104,136.788,138.503,140.099,142.281,143.972,145.701,147.864,149.581,151.307,153.196,155.13,156.815,158.552,160.346,162.238,164.194,166.235,168.298
trip time mode i[a14,pt bus],115.369,115.641,117.056,121.406,125.671,127.89,129.893,131.671,133.227,135.042,136.865,138.556,140.23,142.263,144.299,146.137,148.252,149.005,149.657,150.695,151.332,151.911,152.515,153.111,153.644,154.19,154.749,155.346,155.961,156.595,157.237
trip time mode i[a15,pt bus],87.0004,87.2245,88.0631,89.6073,91.1753,92.2896,93.343,94.5665,95.4344,96.528,97.4775,98.1991,98.7498,99.1975,100.975,101.785,103.215,103.884,104.541,105.427,105.912,106.306,106.746,107.133,107.413,107.688,107.977,108.277,108.568,108.836,109.075
trip time mode i[a16,pt bus],63.1357,63.1921,63.617,64.7675,65.7679,66.4539,67.0183,67.4958,67.6525,67.8096,68.0299,68.023,67.906,68.7411,69.5929,69.9076,70.4628,70.8201,71.1166,71.4757,71.6932,71.8772,72.0808,72.264,72.403,72.5394,72.6949,72.8606,73.0259,73.1766,73.3167
trip time mode i[a17,pt bus],48.1136,48.2289,48.5679,49.2016,49.8335,50.3571,50.8455,51.2946,51.6193,51.9533,52.2852,52.5516,52.7527,52.9791,53.1281,53.1532,53.2423,53.1534,53.0664,52.9945,52.724,52.6701,53.0288,53.2807,53.3798,53.4854,53.6094,53.7407,53.8747,54.0044,54.1341
trip time mode i[a18,pt bus],123.921,124.205,124.988,127.667,130.414,133,135.396,137.522,139.45,141.685,143.982,146.205,148.41,151.083,153.841,156.4,159.901,162.561,165.886,168.979,171.689,174.02,174.66,175.287,175.849,176.416,176.987,177.596,178.223,178.867,179.519
trip time mode i[a19,pt bus],95.2293,93.6743,94.2679,98.4978,101.661,104.044,106.588,109.454,111.931,115.201,118.253,120.696,121.488,122.456,123.42,124.239,125.431,126.162,126.995,127.854,128.598,129.206,129.802,130.395,130.94,131.502,132.079,132.69,133.287,133.849,134.398
trip time mode i[a20,pt bus],71.9353,71.4755,71.4608,72.4229,73.206,73.8936,75.1036,76.2277,76.8969,77.6875,78.4714,79.1445,79.8511,80.8334,81.6999,82.6615,83.9743,84.7596,85.5452,86.382,86.8632,87.2876,87.7948,88.2922,88.7022,89.1109,89.5446,90.0123,90.4684,90.9075,91.3511
trip time mode i[a21,pt bus],59.0386,59.1902,59.67,60.8272,61.969,62.9148,63.8481,64.7043,65.4043,66.2255,67.1126,67.9281,68.74,69.774,70.8447,71.7629,73.0385,74.1173,75.1684,76.4438,77.5199,78.6007,79.7845,81.0506,82.3758,83.6481,85.1251,86.8548,88.9906,91.5597,94.4097
trip time mode i[a22,pt bus],116.235,116.483,117.662,121.341,124.757,126.832,128.57,130.167,131.612,133.309,134.972,136.435,137.903,139.718,141.573,143.265,145.667,147.6,149.738,152.084,154.333,156.661,158.888,161.544,163.446,165.854,168.383,171.025,173.757,176.644,179.647
trip time mode i[a23,pt bus],106.848,107.243,108.787,112.485,116.204,119.627,122.078,123.777,125.299,127.096,128.936,130.586,132.233,134.255,136.319,138.199,140.892,143.054,145.414,147.933,150.048,152.113,154.328,156.605,158.819,161.251,163.805,166.316,168.668,171.085,173.527
trip time mode i[a24,pt bus],91.3873,91.7377,92.623,95.2905,97.8972,100.113,102.366,104.63,106.602,109.087,111.853,114.49,117.009,120.227,123.687,126.839,131.044,134.454,136.532,138.936,140.893,142.631,144.428,146.258,148.104,149.981,151.933,153.993,156.079,158.065,160.02
trip time mode i[a25,pt bus],73.3905,73.5249,74.0833,75.7349,77.3012,78.6183,79.9311,81.1886,82.251,83.5389,84.951,86.2278,87.4378,89.0475,90.7354,92.1622,94.2335,95.8952,97.5188,98.778,100.704,102.45,104.425,106.142,108.084,110.353,112.656,115.124,118.024,121.581,125.913
trip time mode i[a26,pt bus],53.7245,53.8609,54.1617,55.0512,55.899,56.5927,57.2775,57.8958,58.3674,58.938,59.5255,60.0022,60.4775,61.0915,61.6943,62.0625,62.3837,62.8028,62.9941,63.3458,63.3193,63.1321,63.2697,64.1683,64.8537,65.1023,65.3923,65.7375,66.0959,66.4578,66.8305
trip time mode i[a27,pt bus],59.9394,60.2157,60.8854,61.9042,62.8989,63.6664,64.3517,64.9465,65.4043,65.9136,66.4324,66.9206,67.4238,68.0193,68.6697,69.2429,70.0443,70.6758,71.3516,72.0486,72.8751,73.7193,74.7467,75.6567,76.4469,77.4167,78.4817,79.6295,80.8567,82.2075,83.699
trip time mode i[a28,pt bus],48.944,49.1232,49.4863,50.0392,50.5579,50.9367,51.2807,51.5938,51.8153,52.0354,52.2614,52.4619,52.6591,52.9086,53.1604,53.3154,53.7092,53.9387,54.1878,54.4275,54.6195,54.8159,55.0296,55.2437,55.4453,55.6387,55.8394,56.044,56.241,56.4259,56.6
trip time mode i[a29,pt bus],54.0224,54.2908,54.7811,55.533,56.2551,56.7856,57.2591,57.6721,57.9581,58.2489,58.481,58.7744,59.0308,59.3664,59.7363,60.021,60.4257,60.7,60.9809,61.3186,61.5991,61.8704,62.1679,62.4761,62.78,63.0951,63.4286,63.7843,64.1584,64.5318,64.9196
trip time mode i[a30,pt bus],47.6632,47.8395,48.1822,48.7335,49.2787,49.6885,50.0377,50.365,50.6274,50.8992,51.1867,51.4323,51.6473,51.9372,52.2547,52.5027,52.8632,53.1172,53.376,53.6858,53.9491,54.2119,54.4993,54.789,55.0707,55.3549,55.6546,55.965,56.2778,56.5933,56.9109
trip time mode i[a31,pt bus],49.3592,49.5832,49.9937,50.6304,51.2756,51.7429,52.1512,52.5122,52.7236,52.8976,53.0655,53.2934,53.4793,53.7256,53.9807,54.1532,54.4179,54.5494,54.6687,54.826,54.915,54.9806,55.0439,55.0837,55.0797,55.0382,54.9514,54.6885,54.3025,53.7713,53.8638
trip time mode i[a32,pt bus],44.3808,44.5186,44.8082,45.438,46.0148,46.4652,46.8975,47.2923,47.5867,47.9176,48.3083,48.6948,49.055,49.5045,49.9107,50.3567,50.9256,51.3436,51.665,52.0725,52.4399,52.7582,53.1139,53.483,53.8391,54.1717,54.5173,54.7271,54.8618,54.806,54.6101
trip time mode i[a33,pt bus],49.992,50.1549,50.4627,51.1496,51.7848,52.2947,52.7779,53.1964,53.5183,53.8877,54.3122,54.7175,55.0941,55.5698,56.0501,56.4783,57.1195,57.6231,58.1046,58.6592,59.1244,59.5867,60.1008,60.6259,61.1066,61.5765,62.0822,62.4502,62.7453,62.9127,63.0405
trip time mode i[a34,pt bus],54.1502,54.3598,54.7325,55.4606,56.1472,56.6946,57.1864,57.6069,57.9128,58.2484,58.6006,58.9367,59.2372,59.634,59.9965,60.3297,60.8354,61.1962,61.5457,61.9285,62.2514,62.5673,62.9053,63.2235,63.4967,63.7534,63.9981,64.051,63.9226,63.6475,64.2051
trip time mode i[a35,pt bus],50.2857,50.4206,50.7584,51.4986,52.1944,52.7349,53.2434,53.6632,53.9973,54.4059,54.8805,55.3261,55.7576,56.3004,56.8628,57.3474,57.996,58.5129,59.0661,59.7252,60.273,60.8146,61.4346,62.0812,62.72,63.2879,63.8694,64.3199,64.7044,64.9392,65.0998
trip time mode i[a36,pt bus],51.4272,51.5921,51.9277,52.6097,53.2784,53.7923,54.26,54.6977,55.0318,55.4292,55.827,56.151,56.3634,56.918,57.4009,57.8086,58.3658,58.7542,59.1479,59.6363,60.0408,60.4315,60.8554,61.2979,61.7298,62.1679,62.6332,62.9685,63.2468,63.4754,63.6669
trip time mode i[a37,pt bus],50.226,50.3479,50.7509,51.4802,52.1825,52.7374,53.2527,53.6719,53.9982,54.3798,54.7988,55.1732,55.5407,56.0267,56.5404,57.0018,57.6657,58.17,58.6807,58.9014,59.6384,60.1205,60.8178,61.3296,61.9161,62.5589,63.2579,64.0254,64.8632,65.7485,66.71
trip time mode i[a38,pt bus],47.0863,47.235,47.5123,48.0731,48.6006,48.9972,49.3661,49.6843,49.9303,50.2174,50.5178,50.7625,51.0593,51.3338,51.7107,51.9809,52.3774,52.6662,52.949,53.298,53.5942,53.8815,54.1695,54.46,54.7336,55.0041,55.2809,55.4256,55.5003,55.4696,55.3711
trip time mode i[a39,pt bus],50.5369,50.6963,50.9822,51.6736,52.3387,52.8597,53.3544,53.768,54.095,54.4869,54.9164,55.2877,55.6518,56.1265,56.6336,57.0385,57.6231,58.0202,58.4712,59.0038,59.4409,59.823,60.2802,60.7635,61.2351,61.7163,62.2267,62.5793,62.8162,62.9254,62.9618
trip time mode i[a40,pt bus],47.0859,47.2189,47.5984,48.256,48.8899,49.3668,49.8056,50.162,50.4382,50.7563,51.1283,51.467,51.7927,52.2236,52.6827,53.0727,53.6305,54.034,54.3603,54.7565,55.172,55.578,55.9742,56.3757,56.7934,57.2194,57.6642,58.123,58.5903,59.0028,59.4145
trip time mode i[a41,pt bus],53.7557,53.8401,54.08,54.7783,55.4984,56.0578,56.5986,57.0363,57.4229,57.9556,58.5219,58.989,59.4522,60.0771,60.7292,61.2815,62.0946,62.7169,63.3402,64.0571,64.7236,65.4626,66.307,67.074,67.7187,68.504,69.376,70.318,71.3385,72.4391,73.6471
trip time mode i[a42,pt bus],49.8146,49.9787,50.1485,50.7286,51.3109,51.768,52.1866,52.5018,52.7475,53.1106,53.4857,53.7835,54.0364,54.3097,54.8424,55.1607,55.6959,56.0322,56.3482,56.7607,57.0925,57.3908,57.7178,58.0562,58.3698,58.6748,58.9926,59.1472,59.2098,59.1536,58.9857
